Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Mean Completion Time (ms),Mean Click Error (%),Mean Throughput (bps)
shama,S2,C2,Dominant,Mouse,Intermediate,899.1866666634877,0,4.106464004628207
