Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
P4,S1,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,1211.2666666666667,0,8.104215841374097,33.494724072399144,3.6070497811360025,374.6428553318683,2.9779154998646065
