Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
varun,S1,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,1446.2600000063578,6.666666666666667,11.473987234435393,47.42198923992148,3.057013251565012,347.24650024830134,2.113736984741038
