Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
P4,S1,nondom,Non-Dominant,Mouse,Intermediate,400,50,15,0,1376.6666666666667,13.333333333333334,37.60553445919413,155.42367391984934,1.748577805965023,366.84206897701216,1.2701533699503798
