Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
P4,S0,dom_touchpad,Dominant,Mouse,Intermediate,400,50,15,0,1028.8,0,9.428294578139546,38.96714149145075,3.4004011516278094,372.48686198462497,3.3052110727330963
