Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,603.2,33.33333333333333,16.840194683202853,69.6005246256774,2.541144106947008,335.5096143259371,4.2127720605885415
