Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Mean Completion Time (ms),Mean Click Error (%),Mean Throughput (bps)
varun,S0,C1,Non-Dominant,Mouse,Intermediate,1261,40,2.4753292955370885
