Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,964.2666666666667,0,7.348405990577037,30.370961959054895,3.741818529736777,375.93964840502656,3.8804810526860933
