Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
varun,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,967.8,73.33333333333333,143.63409200370145,593.6397022512981,0.3739532209641359,175.6573619291683,0.3863951446209299
