Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
P0,S2,C0,Dominant,Mouse,Intermediate,400,50,15,0,787.6933333317439,0,7.586648999984099,31.35562031693428,3.6391560233143716,359.3147901956075,4.620016279586448
