Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Mean Completion Time (ms),Mean Click Error (%),Mean Throughput (bps)
shama,S2,C1,Non-Dominant,Touchpad,Intermediate,1549.8733333269754,6.666666666666667,2.255878455736289
