Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
shama,S3,C0,Dominant,Mouse,Intermediate,400,50,15,0,911.3133333365123,0,5.853253556107998,24.191496947394356,3.9380421921772553,346.6015373994324,4.3212823165433605
