Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,860.6666666666664,0,6.9142827201996315,28.576730482585077,3.8501781611733126,383.5508258735216,4.473483533508885
