Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
shama,S1,C0,Dominant,Touchpad,Intermediate,400,50,15,0,1089.4,6.666666666666667,10.670643023451156,44.10176761592363,3.151218870337073,347.7009097327708,2.892618753751673
